rownumber,id,name,address,license desc,business desc,lat,lon,the_geom,state,county,tract,block,geoid,name,tract_block 
16770,2319900-20150331,"DINOSAUR RESTAURANTS, LLC",923 W WEED ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.909689707,-87.651954821,"MULTIPOLYGON (((-87.79089799992988 41.95429899992128, -87.79086000024229 41.95429600054232, -87.79044299973226 41.95430299949212, -87.78938899959478 41.95432399972483, -87.7893469993953 41.95433700049563, -87.78931400008624 41.954360000670654, -87.78930099992168 41.95438399953717, -87.78929700008727 41.95442700023799, -87.78930199986554 41.954580000203784, -87.78931799947553 41.95503500013993, -87.78927299986947 41.95503500028467, -87.78913999948055 41.95503800008705, -87.78909599965583 41.95504000003634, -87.7887890000001 41.95504699936733, -87.78851499974934 41.95505399961939, -87.78787100018363 41.95507000001726, -87.78756599998158 41.95507800044323, -87.78737799937424 41.95508200080549, -87.78681800039489 41.95509700009716, -87.78663100070818 41.955101999767315, -87.7866239994395 41.954909999511635, -87.78662000006001 41.95477900021288, -87.78660600026039 41.954334999775675, -87.78660100001582 41.95414400028742, -87.78659899950762 41.9540809999466, -87.78659300020328 41.953893999467745, -87.78659099959462 41.953832000292614, -87.78658500001922 41.95364799970986, -87.78658400017889 41.95360099942498, -87.7865779994736 41.9533699997025, -87.78656800006887 41.95314300000944, -87.7865660000484 41.95309900026527, -87.78655899939592 41.95291600056132, -87.78694499979638 41.95290999989954, -87.78760600037504 41.95290199939517, -87.78810399923039 41.9528920002691, -87.78849099930116 41.95288499978766, -87.78858899954623 41.952881999432215, -87.78888599956959 41.95287700055775, -87.7889849995259 41.95287600064107, -87.78933199945033 41.95286999970679, -87.78936600014687 41.95286900027643, -87.78967999918034 41.95286399975685, -87.79016300044557 41.95285500017917, -87.79051100006406 41.95284800014161, -87.79064600038262 41.95284599946329, -87.79067100043949 41.953374999672135, -87.79067500023241 41.95355100016539, -87.79079099903477 41.95355699988868, -87.79081199990418 41.9540169994769, -87.79081399939378 41.95405699986678, -87.79089799992988 41.95429899992128)))",17,31,170100,1008,170000000000000.0,Block 1008,1701001008
16793,2158078-20160916,"BLM-CHICAGO, LLC",224-230 N MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.886374815,-87.624675436,"MULTIPOLYGON (((-87.81574699986572 42.015115000090674, -87.81574299973511 42.01519500003716, -87.8157320005165 42.01693800018683, -87.81542399972636 42.01694500011229, -87.81536100012794 42.016945999702074, -87.8151169997502 42.01695200012821, -87.81512000045335 42.01658700043657, -87.81513099979408 42.01549399995206, -87.81513500024809 42.01512999953759, -87.81537900089438 42.01512399996542, -87.81544099904949 42.015123000346804, -87.81574699986572 42.015115000090674)))",17,31,90100,4024,170000000000000.0,Block 4024,901004024
16795,2027786-20160916,HR SUPERIOR CORPORATION,3028 N CENTRAL AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,41.935758076999996,-87.766548211,"MULTIPOLYGON (((-87.67965399917554 42.005852999985756, -87.67992699913809 42.00645099950365, -87.67852699933178 42.00647599963921, -87.6779749999896 42.00648600043516, -87.67796599975529 42.00623899979657, -87.67795499910308 42.00588100055349, -87.67859799996435 42.00587000009881, -87.67965399917554 42.005852999985756)))",17,31,10701,1015,170000000000000.0,Block 1015,107011015
16889,6787-20160116,FLORES INC,4957 S ASHLAND AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,41.803278985,-87.66468196,"MULTIPOLYGON (((-87.62471599934536 41.741738999816114, -87.62471699971489 41.741786000363824, -87.62445499964561 41.74181200013534, -87.62428400088861 41.741830000278235, -87.62427400046079 41.741464999461364, -87.6242440008573 41.740369999580665, -87.62423499954222 41.74000599973531, -87.62419399998693 41.73849899979448, -87.62419100022792 41.73818599917226, -87.62418400048477 41.73744200012056, -87.62432099998557 41.73810999962613, -87.62448099938776 41.73898199988287, -87.62452499983979 41.739328999862785, -87.62455000053168 41.739612000118996, -87.62458500035407 41.7398970005144, -87.62468799995503 41.740724999975036, -87.62471599934536 41.741738999816114)))",17,31,842400,2055,170000000000000.0,Block 2055,8424002055
17015,21288-20160916,"7-ELEVEN, INC.",6057 S KEDZIE AVE,Package Goods,Retail Sales of Packaged Liquor,41.78275257,-87.70310189,"MULTIPOLYGON (((-87.65299199924414 41.84070899997388, -87.65295299968443 41.84074699949049, -87.65256900022621 41.84093499986089, -87.651564000233 41.839768000794, -87.65055399980531 41.83858099962773, -87.6501249992094 41.838091000590246, -87.65007199999089 41.83799599939729, -87.6503980001305 41.837989999865705, -87.65064599981875 41.837987000356335, -87.65116700017303 41.83859400022278, -87.65160100006611 41.839099999875785, -87.65167399976839 41.83917499989304, -87.65196500003866 41.839508000293215, -87.65224400021303 41.83983900023947, -87.65273700027336 41.84041200075588, -87.65299199924414 41.84070899997388)))",17,31,600600,1019,170000000000000.0,Block 1019,6006001019
17033,2232604-20161016,"SUPERMERCADO LA GLORIA, INC.",4117-4125 S KEDZIE AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,41.81845057,-87.70423225100001,"MULTIPOLYGON (((-87.64354100006878 41.7105480001962, -87.64354799980833 41.71060099999566, -87.64359100074422 41.71236500012832, -87.64339400067476 41.71236200056724, -87.64321500043332 41.71236599927496, -87.64297200016212 41.7123729995088, -87.64296300071341 41.71201000043408, -87.64293699998139 41.710930000127696, -87.64293600043513 41.71092100035783, -87.64292899952414 41.71055799969195, -87.64314200044747 41.7105519997402, -87.6431699995329 41.710551000127815, -87.64354100006878 41.7105480001962)))",17,31,730600,3015,170000000000000.0,Block 3015,7306003015
17057,1646232-20160916,"7-ELEVEN, INC.",2401 N MILWAUKEE AVE,Package Goods,Retail Sales of Packaged Liquor,41.924897402,-87.70036657200001,"MULTIPOLYGON (((-87.53949900037482 41.68866500025142, -87.53889800006037 41.688666000019346, -87.53889699999962 41.68858599992561, -87.53889699986479 41.68822399981914, -87.53913700017382 41.68822399926937, -87.53985900046025 41.68822600003068, -87.54009999986751 41.68822700017466, -87.54009899989947 41.68859000000153, -87.54009899928958 41.688667000357675, -87.53949900037482 41.68866500025142)))",17,31,520600,1051,170000000000000.0,Block 1051,5206001051
17083,1197220-20160916,"USMAN ALI ENTERPRISES,  INC.",174 N MICHIGAN AVE  B,Package Goods,Retail Sales of Packaged Liquor,41.885109501,-87.624629465,"MULTIPOLYGON (((-87.62471399928776 41.7873769998376, -87.62422100073108 41.7873850006322, -87.62389899993931 41.78739099962497, -87.62389599959376 41.78730000026321, -87.62389000012159 41.787026999997124, -87.62388800069965 41.78693600050826, -87.62388699968898 41.78688800002013, -87.62388600035455 41.78687400053623, -87.62388000007456 41.78666000048951, -87.62385699940653 41.78583199933237, -87.62384999985572 41.78555600003983, -87.62417299957212 41.78555000013155, -87.62465799989954 41.78554199969842, -87.62467400086699 41.78626700020347, -87.62469400057492 41.78686399934764, -87.624694000368 41.78687800076229, -87.62469599947154 41.78692499990428, -87.62471399928776 41.7873769998376)))",17,31,834500,1018,170000000000000.0,Block 1018,8345001018
17295,2138609-20160916,"7-ELEVEN, INC.",1658 N MILWAUKEE AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,41.91144287,-87.67933447200001,"MULTIPOLYGON (((-87.720681999685 41.96786999986052, -87.72068399993537 41.96795699937643, -87.72068899931665 41.96809599986323, -87.72069700030393 41.9683220006987, -87.72045199945741 41.96832399993007, -87.71971999968177 41.96833200026191, -87.7194760001377 41.96833500032585, -87.71946899984827 41.96810700063096, -87.71946399959624 41.967970000619935, -87.71946199955975 41.9678779997614, -87.72007600075398 41.967875000561676, -87.720681999685 41.96786999986052)))",17,31,140602,1001,170000000000000.0,Block 1001,1406021001
17332,2130-20160716,"ILLIANA POST#220 AMERICAN LEGION OF ILLINOIS, INC.",10506 S EWING AVE 1ST,Not-For-Profit Club,"Consumption of Liquor on Premises, Not for Profit",41.704302391,-87.535430894,"MULTIPOLYGON (((-87.69951999987926 41.82042899938301, -87.6995089995104 41.82015599995645, -87.6995020001296 41.819975999153975, -87.69965899951228 41.81997699951876, -87.69999500017086 41.81997000036126, -87.70136800043912 41.81994500035207, -87.70138500029339 41.82039599963044, -87.69951999987926 41.82042899938301)))",17,31,580501,1015,170000000000000.0,Block 1015,5805011015
17334,2048673-20160916,"CHICAGO CUT STEAKHOUSE, LLC",300 N LA SALLE ST 1ST 150,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.88752864,-87.63264683700001,"MULTIPOLYGON (((-87.70025500049447 41.81591899944339, -87.70050199932356 41.81591100041568, -87.70058199934083 41.81588799956425, -87.70062299958688 41.8159490000519, -87.70074300047868 41.81605200035476, -87.70087000015621 41.816161999685754, -87.70057500060172 41.81634200029417, -87.69969100038207 41.816882999722864, -87.6993970001499 41.817064000376135, -87.69938799974278 41.816811999914954, -87.69938500046193 41.81674499990267, -87.69936600009049 41.81619299927461, -87.69976800028044 41.816188000025896, -87.69982100013797 41.81618199978084, -87.70025500049447 41.81591899944339)))",17,31,580502,3012,170000000000000.0,Block 3012,5805023012
17489,1593658-20161016,"Weather Mark Group, LLC",1503 S MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.861831106,-87.62387913,"MULTIPOLYGON (((-87.66379400022207 41.85919499999989, -87.66549499982219 41.85916199966507, -87.66548400056625 41.85871299968008, -87.6656999997695 41.85870799992039, -87.6658320004723 41.85870599952224, -87.66617899992909 41.8586999999836, -87.66618199984431 41.858880999245585, -87.6661940001319 41.8594250003041, -87.66619800016865 41.85960699933283, -87.66590700039248 41.85961099967877, -87.66582799961027 41.85961300029169, -87.66571900002155 41.85961399995569, -87.6642859999486 41.859638000481766, -87.66380799983972 41.8596469995235, -87.66380200010951 41.859465000469584, -87.66380099940459 41.85942100021279, -87.66379400022207 41.85919499999989)))",17,31,310700,1000,170000000000000.0,Block 1000,3107001000
17494,1878810-20160916,LITH CAFE CORP.,186 N WELLS ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.885453884,-87.634069001,"MULTIPOLYGON (((-87.80489099965054 41.99821300001999, -87.80488799993857 41.998437999985605, -87.80488700052499 41.99848599982283, -87.80488599975651 41.998664000303286, -87.8048839999226 41.99883700027495, -87.80487900025015 41.99935900014274, -87.80487799993621 41.9995329995539, -87.80487700006367 41.99962000055833, -87.80487700005477 41.9998819996272, -87.80487699975727 41.99997000008704, -87.80486099974723 41.99996399958937, -87.80476599967609 41.99995899934868, -87.8047339993334 41.99995899965012, -87.80446399937898 41.999962000158995, -87.8043040002559 41.99996299962829, -87.80416100070067 41.999963999812955, -87.80405299970546 41.999965000036894, -87.80394499991485 41.999966000164775, -87.80396000004112 41.99820500020446, -87.80489099965054 41.99821300001999)))",17,31,100200,6008,170000000000000.0,Block 6008,1002006008
17531,19904-20160916,35 WEST LP,35 W WACKER DR 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.886709667,-87.629303031,"MULTIPOLYGON (((-87.61158400036531 41.72558799966674, -87.6113870001494 41.72559100011709, -87.61121100000436 41.72559399985143, -87.6111669997531 41.72376800027708, -87.61153000036091 41.723761000122806, -87.61177199971178 41.72375799928354, -87.61178100020892 41.72412300040297, -87.61180899934944 41.725218999385135, -87.6118189997148 41.72558500069077, -87.61205999947222 41.72558000047516, -87.61242099996657 41.725574999984254, -87.61270000000196 41.72557000003371, -87.61272099918622 41.72559600008318, -87.61277899962215 41.725639999942764, -87.6136429995765 41.72607100045455, -87.61426000088937 41.72637800044692, -87.61426599947592 41.72665499979701, -87.61427299979408 41.72693399970804, -87.6137340009149 41.72666599958184, -87.61222400008327 41.72591600027375, -87.6121189997634 41.72586199922732, -87.61158400036531 41.72558799966674)))",17,31,490400,1002,170000000000000.0,Block 1002,4904001002
17538,2353887-20161016,"ONE SOUTH WACKER RESTAURANT GROUP, LLC",1 S WACKER DR,Caterer's Liquor License,Catering of Liquor To Events,41.881886226999995,-87.63661833,"MULTIPOLYGON (((-87.74296299989444 41.80032699967189, -87.74295399937861 41.7999930000299, -87.74294700046192 41.799678999438704, -87.74294700065215 41.79918699947017, -87.7431489999229 41.799144000160304, -87.74357199974095 41.79908300004929, -87.7435819996669 41.7994669997513, -87.74360300005868 41.80031999952829, -87.7432070000292 41.80032400010381, -87.74296299989444 41.80032699967189)))",17,31,835200,1007,170000000000000.0,Block 1007,8352001007
17549,1305757-20161016,"AUDITORIUM THEATRE OF ROOSEVELT UNIVERSITY, INC.",50 E CONGRESS PKWY,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.875802599000004,-87.62573441200001,"MULTIPOLYGON (((-87.58553300010018 41.75512700008957, -87.58532499980642 41.75512899993364, -87.58505400010104 41.75513299937396, -87.5850209996946 41.75377399984473, -87.58502500015705 41.753315000399056, -87.58527699992001 41.75331200005653, -87.58548399998425 41.753310000080816, -87.58551699975132 41.754461999905686, -87.58552500055004 41.75505200036223, -87.58553300010018 41.75512700008957)))",17,31,834200,3005,170000000000000.0,Block 3005,8342003005
17562,46661-20160916,ROOM FIVE HUNDRED,1725 W HARRISON ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.874016335,-87.670260828,"MULTIPOLYGON (((-87.63322400030789 41.91291300000676, -87.6332169992357 41.91308199978211, -87.63321600030802 41.91313799995063, -87.6332219993013 41.91324499996402, -87.6332169993458 41.91359099983688, -87.63321600088724 41.91376099955012, -87.63314299921626 41.91364299944835, -87.6329269994178 41.91329099972195, -87.63285500038329 41.913173999515124, -87.63293600033792 41.913144000159015, -87.63294100047511 41.91314100012938, -87.63303199999682 41.91309799963344, -87.63308799943108 41.913064999932445, -87.63314799993525 41.9130109999709, -87.63316699978853 41.91298600007211, -87.63322400030789 41.91291300000676)))",17,31,71500,2001,170000000000000.0,Block 2001,715002001
17582,2049227-20161016,"NICK'S FISHMARKET CHICAGO MART, LLC",222 W MERCHANDISE MART PLZ 1ST 135,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.888074281,-87.63495520299999,"MULTIPOLYGON (((-87.61258499966638 41.70865400020881, -87.61258799921437 41.708790999884705, -87.6125969998522 41.709156000083475, -87.61235299947614 41.7091590001078, -87.61198599983419 41.70916500011463, -87.61195099966237 41.70779899998292, -87.61256199996083 41.707790000116155, -87.61258499966638 41.70865400020881)))",17,31,490800,2015,170000000000000.0,Block 2015,4908002015
17611,2049228-20161016,"NICK'S FISHMARKET CHICAGO MART, LLC",222 W MERCHANDISE MART PLZ 1ST 135,Caterer's Liquor License,Catering of Liquor To Events,41.888074281,-87.63495520299999,"MULTIPOLYGON (((-87.60166399906733 41.80777099993478, -87.60167099994959 41.80813400029217, -87.60168899968906 41.80898499959132, -87.59925399991197 41.80901200060631, -87.59923800059889 41.80816199965008, -87.59923200022641 41.80779900016031, -87.59971800037941 41.807792999766406, -87.60117699977674 41.8077760001047, -87.60166399906733 41.80777099993478)))",17,31,390500,1002,170000000000000.0,Block 1002,3905001002
17647,2048674-20160916,"CHICAGO CUT STEAKHOUSE, LLC",300 N LA SALLE ST 1ST 150,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.88752864,-87.63264683700001,"MULTIPOLYGON (((-87.63958699994168 41.70013099972736, -87.64019700040065 41.700123000110345, -87.64022699981923 41.70112299964544, -87.64023799929988 41.70148799966346, -87.63999499970221 41.70149000024068, -87.63963200098443 41.70149499991599, -87.63958699994168 41.70013099972736)))",17,31,491100,5025,170000000000000.0,Block 5025,4911005025
