census_block,max_age,Primary_Type,year,crimes_no
1703004,45-64,BURGLARY,2015,1
1703004,45-64,CRIM SEXUAL ASSAULT,2015,1
1703004,45-64,CRIMINAL DAMAGE,2015,1
1703004,45-64,NARCOTICS,2015,2
1703004,45-64,THEFT,2015,2
1703004,45-64,WEAPONS VIOLATION,2015,1
1703005,25-44,BATTERY,2015,1
1703005,25-44,BURGLARY,2015,2
1703005,25-44,CRIMINAL DAMAGE,2015,2
1703005,25-44,MOTOR VEHICLE THEFT,2015,1
1703005,25-44,OTHER OFFENSE,2015,1
1703005,25-44,PROSTITUTION,2015,1
1703005,25-44,PUBLIC PEACE VIOLATION,2015,1
1703005,25-44,THEFT,2015,3
1703005,25-44,WEAPONS VIOLATION,2015,1
1704001,25-44,ASSAULT,2015,1
1704001,25-44,BATTERY,2015,1
1704001,25-44,CRIMINAL DAMAGE,2015,1
1704001,25-44,DECEPTIVE PRACTICE,2015,2
1704001,25-44,NARCOTICS,2015,2
1704001,25-44,ROBBERY,2015,1
1704001,25-44,THEFT,2015,2
1704002,25-44,ASSAULT,2015,1
1704002,25-44,BATTERY,2015,3
1704002,25-44,MOTOR VEHICLE THEFT,2015,1
1704002,25-44,NARCOTICS,2015,1
1704002,25-44,OTHER OFFENSE,2015,2
1704003,45-64,BATTERY,2015,3
1704003,45-64,CRIMINAL DAMAGE,2015,3
1704003,45-64,DECEPTIVE PRACTICE,2015,1
1704003,45-64,NARCOTICS,2015,1
1704003,45-64,OFFENSE INVOLVING CHILDREN,2015,1
1704003,45-64,OTHER OFFENSE,2015,2
1704003,45-64,THEFT,2015,5
1704003,45-64,WEAPONS VIOLATION,2015,1
1704004,45-64,ASSAULT,2015,1
1704004,45-64,BATTERY,2015,6
1704004,45-64,BURGLARY,2015,1
1704004,45-64,CRIMINAL DAMAGE,2015,1
1704004,45-64,MOTOR VEHICLE THEFT,2015,1
1704004,45-64,NARCOTICS,2015,1
1704004,45-64,OTHER OFFENSE,2015,2
1704004,45-64,THEFT,2015,2
1704004,45-64,WEAPONS VIOLATION,2015,2
1705001,45-64,ASSAULT,2015,2
1705001,45-64,BATTERY,2015,4
1705001,45-64,NARCOTICS,2015,3
1705001,45-64,OTHER OFFENSE,2015,1
1705002,45-64,BATTERY,2015,3
1705002,45-64,CRIMINAL DAMAGE,2015,1
1705002,45-64,CRIMINAL TRESPASS,2015,1
1705002,45-64,DECEPTIVE PRACTICE,2015,1
1705002,45-64,NARCOTICS,2015,1
1705002,45-64,PUBLIC PEACE VIOLATION,2015,1
1705002,45-64,THEFT,2015,1
1705002,45-64,WEAPONS VIOLATION,2015,2
1705003,45-64,BATTERY,2015,3
1705003,45-64,BURGLARY,2015,2
1705003,45-64,CRIMINAL DAMAGE,2015,1
1705003,45-64,DECEPTIVE PRACTICE,2015,1
1705003,45-64,MOTOR VEHICLE THEFT,2015,2
1705003,45-64,NARCOTICS,2015,2
1705003,45-64,OTHER OFFENSE,2015,1
1705003,45-64,THEFT,2015,5
1705003,45-64,WEAPONS VIOLATION,2015,1
1705004,25-44,ASSAULT,2015,3
1705004,25-44,BATTERY,2015,3
1705004,25-44,CRIMINAL DAMAGE,2015,2
1705004,25-44,CRIMINAL TRESPASS,2015,1
1705004,25-44,DECEPTIVE PRACTICE,2015,1
1705004,25-44,NARCOTICS,2015,4
1705004,25-44,ROBBERY,2015,2
1705004,25-44,THEFT,2015,5
1706001,25-44,BATTERY,2015,5
1706001,25-44,BURGLARY,2015,1
1706001,25-44,CRIMINAL DAMAGE,2015,2
1706001,25-44,CRIMINAL TRESPASS,2015,1
1706001,25-44,DECEPTIVE PRACTICE,2015,1
1706001,25-44,NARCOTICS,2015,2
1706001,25-44,OTHER OFFENSE,2015,4
1706001,25-44,THEFT,2015,4
1706002,25-44,ASSAULT,2015,2
1706002,25-44,BATTERY,2015,2
1706002,25-44,CRIMINAL DAMAGE,2015,4
1706002,25-44,CRIMINAL TRESPASS,2015,2
1706002,25-44,DECEPTIVE PRACTICE,2015,2
1706002,25-44,MOTOR VEHICLE THEFT,2015,1
1706002,25-44,NARCOTICS,2015,1
1706002,25-44,OTHER OFFENSE,2015,1
1706002,25-44,THEFT,2015,8
1706002,25-44,THEFT,2018,1
1706002,25-44,WEAPONS VIOLATION,2015,1
1707001,25-44,CRIMINAL TRESPASS,2015,2
1707001,25-44,DECEPTIVE PRACTICE,2015,1
1707001,25-44,MOTOR VEHICLE THEFT,2015,1
1707001,25-44,OTHER OFFENSE,2015,1
1707001,25-44,THEFT,2015,1
1707002,25-44,BATTERY,2015,5
1707002,25-44,BURGLARY,2015,1
1707002,25-44,CRIMINAL DAMAGE,2015,3
1707002,25-44,THEFT,2015,1
1707003,45-64,ARSON,2015,1
1707003,45-64,BATTERY,2015,1
1707003,45-64,CRIMINAL DAMAGE,2015,2
1707003,45-64,DECEPTIVE PRACTICE,2015,1
1707003,45-64,NARCOTICS,2015,1
1707003,45-64,OTHER OFFENSE,2015,1
1707003,45-64,ROBBERY,2015,1
1707003,45-64,THEFT,2015,5
1708001,25-44,BURGLARY,2015,1
1708001,25-44,DECEPTIVE PRACTICE,2015,1
1708001,25-44,MOTOR VEHICLE THEFT,2015,1
1708001,25-44,NARCOTICS,2015,1
1708001,25-44,PUBLIC PEACE VIOLATION,2015,1
1708001,25-44,THEFT,2015,2
1708001,25-44,WEAPONS VIOLATION,2015,2
1708002,45-64,BATTERY,2015,5
1708002,45-64,CRIMINAL DAMAGE,2015,2
1708002,45-64,GAMBLING,2015,1
1708002,45-64,MOTOR VEHICLE THEFT,2015,1
1708002,45-64,NARCOTICS,2015,1
1708002,45-64,THEFT,2015,1
1708003,45-64,ASSAULT,2015,2
1708003,45-64,BATTERY,2015,4
1708003,45-64,BURGLARY,2015,1
1708003,45-64,CRIMINAL DAMAGE,2015,2
1708003,45-64,NARCOTICS,2015,2
1708003,45-64,OTHER OFFENSE,2015,1
1708003,45-64,THEFT,2015,1
1709001,45-64,ASSAULT,2015,1
1709001,45-64,BATTERY,2015,2
1709001,45-64,CRIMINAL DAMAGE,2015,1
1709001,45-64,CRIMINAL TRESPASS,2015,3
1709001,45-64,DECEPTIVE PRACTICE,2015,2
1709001,45-64,MOTOR VEHICLE THEFT,2015,2
1709001,45-64,THEFT,2015,3
1710001,45-64,ASSAULT,2015,1
1710001,45-64,BATTERY,2015,3
1710001,45-64,BURGLARY,2015,1
1710001,45-64,CRIMINAL DAMAGE,2015,4
1710001,45-64,THEFT,2015,1
1710002,45-64,ASSAULT,2015,1
1710002,45-64,BATTERY,2015,4
1710002,45-64,CRIM SEXUAL ASSAULT,2015,1
1710002,45-64,CRIMINAL DAMAGE,2015,4
1710002,45-64,DECEPTIVE PRACTICE,2015,1
1710002,45-64,NARCOTICS,2015,1
1710002,45-64,OFFENSE INVOLVING CHILDREN,2015,1
1710002,45-64,PUBLIC PEACE VIOLATION,2015,1
1710002,45-64,ROBBERY,2015,1
1710002,45-64,THEFT,2015,2
1710002,45-64,WEAPONS VIOLATION,2015,2
1710003,25-44,BATTERY,2015,1
1710003,25-44,BURGLARY,2015,1
1710003,25-44,CRIMINAL TRESPASS,2015,1
1710003,25-44,DECEPTIVE PRACTICE,2015,1
1710003,25-44,MOTOR VEHICLE THEFT,2015,1
1710003,25-44,NARCOTICS,2015,1
1710003,25-44,OTHER OFFENSE,2015,1
1710003,25-44,THEFT,2015,3
1710004,45-64,BATTERY,2015,1
1710004,45-64,CRIMINAL DAMAGE,2015,2
1710004,45-64,MOTOR VEHICLE THEFT,2015,2
1710004,45-64,NARCOTICS,2015,1
1710004,45-64,PUBLIC PEACE VIOLATION,2015,1
1710004,45-64,ROBBERY,2015,1
1710004,45-64,THEFT,2015,1
1710005,25-44,ASSAULT,2015,1
1710005,25-44,BATTERY,2015,4
1710005,25-44,CRIM SEXUAL ASSAULT,2015,1
1710005,25-44,CRIMINAL DAMAGE,2015,1
1710005,25-44,CRIMINAL TRESPASS,2015,1
1710005,25-44,DECEPTIVE PRACTICE,2015,2
1710005,25-44,NARCOTICS,2015,1
1710005,25-44,OTHER OFFENSE,2015,1
1710005,25-44,THEFT,2015,5
1710006,25-44,ASSAULT,2015,1
1710006,25-44,BATTERY,2015,2
1710006,25-44,CRIM SEXUAL ASSAULT,2015,1
1710006,25-44,CRIMINAL DAMAGE,2015,4
1710006,25-44,DECEPTIVE PRACTICE,2015,1
1710006,25-44,MOTOR VEHICLE THEFT,2015,1
1710006,25-44,NARCOTICS,2015,1
1710006,25-44,THEFT,2015,2
1710006,25-44,THEFT,2018,1
1711001,25-44,NARCOTICS,2015,1
1711001,25-44,ROBBERY,2015,1
1711001,25-44,SEX OFFENSE,2015,1
1711001,25-44,THEFT,2015,2
1711002,45-64,BATTERY,2015,1
1711002,45-64,CRIMINAL DAMAGE,2015,3
1711002,45-64,CRIMINAL TRESPASS,2015,1
1711002,45-64,INTERFERENCE WITH PUBLIC OFFICER,2015,1
1711002,45-64,MOTOR VEHICLE THEFT,2015,1
1711002,45-64,ROBBERY,2015,1
1711002,45-64,THEFT,2015,2
1711003,25-44,ASSAULT,2015,1
1711003,25-44,BATTERY,2015,2
1711003,25-44,CRIMINAL TRESPASS,2015,2
1711003,25-44,DECEPTIVE PRACTICE,2015,2
1711003,25-44,LIQUOR LAW VIOLATION,2015,1
1711003,25-44,THEFT,2015,4
1801001,25-44,BATTERY,2015,1
1801001,25-44,CRIMINAL TRESPASS,2015,1
1801001,25-44,OTHER OFFENSE,2015,1
1801001,25-44,ROBBERY,2015,1
1801001,25-44,THEFT,2015,4
1801002,25-44,BATTERY,2015,3
1801002,25-44,CRIMINAL DAMAGE,2015,1
1801002,25-44,MOTOR VEHICLE THEFT,2018,1
1801002,25-44,NARCOTICS,2015,1
1801002,25-44,OTHER OFFENSE,2015,2
1801002,25-44,THEFT,2015,1
1801002,25-44,WEAPONS VIOLATION,2015,1
1801003,25-44,ASSAULT,2015,2
1801003,25-44,BATTERY,2015,4
1801003,25-44,BURGLARY,2015,1
1801003,25-44,DECEPTIVE PRACTICE,2015,1
1801003,25-44,OFFENSE INVOLVING CHILDREN,2015,1
1801003,25-44,OTHER OFFENSE,2015,2
1801003,25-44,THEFT,2015,2
1801004,45-64,ASSAULT,2015,1
1801004,45-64,BATTERY,2015,3
1801004,45-64,BURGLARY,2015,2
1801004,45-64,CRIMINAL DAMAGE,2015,1
1801004,45-64,CRIMINAL TRESPASS,2015,1
1801004,45-64,DECEPTIVE PRACTICE,2015,2
1801004,45-64,MOTOR VEHICLE THEFT,2015,1
1801004,45-64,NARCOTICS,2015,1
1801004,45-64,ROBBERY,2015,1
1801004,45-64,THEFT,2015,2
1801005,25-44,BATTERY,2015,4
1801005,25-44,ROBBERY,2015,1
1801005,25-44,THEFT,2015,5
1901001,25-44,ASSAULT,2015,2
1901001,25-44,BATTERY,2015,2
1901001,25-44,BATTERY,2018,1
1901001,25-44,BURGLARY,2015,1
1901001,25-44,CRIMINAL TRESPASS,2015,1
1901001,25-44,OTHER OFFENSE,2015,2
1901001,25-44,PROSTITUTION,2015,1
1901001,25-44,THEFT,2015,2
1901001,25-44,WEAPONS VIOLATION,2015,2
1902001,25-44,CRIMINAL TRESPASS,2015,1
1902001,25-44,DECEPTIVE PRACTICE,2015,1
1902001,25-44,MOTOR VEHICLE THEFT,2015,2
1902001,25-44,NARCOTICS,2015,1
1902001,25-44,OTHER OFFENSE,2015,1
1902001,25-44,THEFT,2015,2
1902002,25-44,ASSAULT,2015,2
1902002,25-44,BATTERY,2015,2
1902002,25-44,CRIMINAL DAMAGE,2015,1
1902002,25-44,THEFT,2015,4
1902002,25-44,WEAPONS VIOLATION,2015,1
1902003,45-64,BATTERY,2015,3
1902003,45-64,CRIMINAL DAMAGE,2015,1
1902003,45-64,CRIMINAL TRESPASS,2015,1
1902003,45-64,NARCOTICS,2015,2
1902003,45-64,THEFT,2015,2
1902004,25-44,BATTERY,2015,1
1902004,25-44,MOTOR VEHICLE THEFT,2015,1
1902004,25-44,NARCOTICS,2015,3
1902004,25-44,THEFT,2015,4
1903001,25-44,ASSAULT,2015,2
1903001,25-44,BATTERY,2015,1
1903001,25-44,BURGLARY,2015,1
1903001,25-44,CRIMINAL DAMAGE,2015,2
1903001,25-44,INTERFERENCE WITH PUBLIC OFFICER,2015,1
1903001,25-44,MOTOR VEHICLE THEFT,2015,1
1903001,25-44,NARCOTICS,2015,1
1903001,25-44,OTHER OFFENSE,2015,1
1903001,25-44,THEFT,2015,2
1903001,25-44,WEAPONS VIOLATION,2015,1
1903002,45-64,ASSAULT,2015,1
1903002,45-64,BATTERY,2015,2
1903002,45-64,CRIMINAL TRESPASS,2015,1
1903002,45-64,NARCOTICS,2015,1
1903002,45-64,OTHER OFFENSE,2015,2
1903002,45-64,PUBLIC PEACE VIOLATION,2015,1
1903002,45-64,THEFT,2015,1
1903003,45-64,ASSAULT,2015,1
1903003,45-64,BATTERY,2015,1
1903003,45-64,CRIMINAL TRESPASS,2015,1
1903003,45-64,DECEPTIVE PRACTICE,2015,2
1903003,45-64,NARCOTICS,2015,1
1903003,45-64,THEFT,2015,1
1903004,45-64,BATTERY,2015,2
1903004,45-64,BURGLARY,2015,1
1903004,45-64,CRIMINAL DAMAGE,2015,1
1903004,45-64,INTERFERENCE WITH PUBLIC OFFICER,2015,1
1903004,45-64,NARCOTICS,2015,3
1903004,45-64,OTHER OFFENSE,2015,1
1903004,45-64,THEFT,2015,1
1903004,45-64,WEAPONS VIOLATION,2015,1
1904011,45-64,BURGLARY,2015,3
1904011,45-64,CRIMINAL DAMAGE,2015,1
1904011,45-64,DECEPTIVE PRACTICE,2015,1
1904011,45-64,NARCOTICS,2015,2
1904011,45-64,OTHER OFFENSE,2015,2
1904011,45-64,ROBBERY,2015,4
1904011,45-64,SEX OFFENSE,2015,1
1904011,45-64,THEFT,2015,5
1904012,25-44,ASSAULT,2015,4
1904012,25-44,BATTERY,2015,3
1904012,25-44,BURGLARY,2015,3
1904012,25-44,CRIMINAL DAMAGE,2015,4
1904012,25-44,CRIMINAL TRESPASS,2015,1
1904012,25-44,DECEPTIVE PRACTICE,2015,1
1904012,25-44,NARCOTICS,2015,1
1904012,25-44,OFFENSE INVOLVING CHILDREN,2015,1
1904012,25-44,PUBLIC PEACE VIOLATION,2015,1
1904012,25-44,THEFT,2015,4
1904021,45-64,BATTERY,2015,4
1904021,45-64,CRIMINAL DAMAGE,2015,3
1904021,45-64,CRIMINAL TRESPASS,2015,1
1904021,45-64,DECEPTIVE PRACTICE,2015,3
1904021,45-64,NARCOTICS,2015,1
1904021,45-64,OTHER OFFENSE,2015,2
1904021,45-64,ROBBERY,2015,2
1904021,45-64,THEFT,2015,3
1904021,45-64,WEAPONS VIOLATION,2015,1
1904022,25-44,ASSAULT,2015,1
1904022,25-44,BATTERY,2015,3
1904022,25-44,CRIMINAL DAMAGE,2015,1
1904022,25-44,DECEPTIVE PRACTICE,2015,2
1904022,25-44,NARCOTICS,2015,1
1904022,25-44,OTHER OFFENSE,2015,3
1904022,25-44,ROBBERY,2015,1
1904022,25-44,SEX OFFENSE,2015,1
1904022,25-44,THEFT,2015,6
1906011,25-44,BATTERY,2015,1
1906011,25-44,CRIMINAL DAMAGE,2015,2
1906011,25-44,MOTOR VEHICLE THEFT,2015,1
1906011,25-44,NARCOTICS,2015,2
1906011,25-44,THEFT,2015,1
1906011,25-44,WEAPONS VIOLATION,2015,1
1906012,25-44,ASSAULT,2015,1
1906012,25-44,BATTERY,2015,2
1906012,25-44,BURGLARY,2015,1
1906012,25-44,PUBLIC PEACE VIOLATION,2015,1
1906012,25-44,THEFT,2015,2
1906013,45-64,ASSAULT,2015,1
1906013,45-64,BATTERY,2015,3
1906013,45-64,CRIMINAL DAMAGE,2015,2
1906013,45-64,DECEPTIVE PRACTICE,2015,4
1906013,45-64,OTHER OFFENSE,2015,1
1906013,45-64,THEFT,2015,4
1906021,25-44,ASSAULT,2015,1
1906021,25-44,BATTERY,2015,2
1906021,25-44,CRIMINAL DAMAGE,2015,2
1906021,25-44,DECEPTIVE PRACTICE,2015,1
1906021,25-44,MOTOR VEHICLE THEFT,2015,1
1906021,25-44,NARCOTICS,2015,2
1906022,45-64,ASSAULT,2015,2
1906022,45-64,BATTERY,2015,4
1906022,45-64,BURGLARY,2015,3
1906022,45-64,DECEPTIVE PRACTICE,2015,2
1906022,45-64,HOMICIDE,2008,1
1906022,45-64,NARCOTICS,2015,2
1906022,45-64,ROBBERY,2015,1
1906022,45-64,THEFT,2015,3
1906023,25-44,BATTERY,2015,2
1906023,25-44,CRIMINAL DAMAGE,2015,1
1906023,25-44,THEFT,2015,3
1906023,25-44,WEAPONS VIOLATION,2015,1
1907011,25-44,BATTERY,2015,1
1907011,25-44,BURGLARY,2015,1
1907011,25-44,DECEPTIVE PRACTICE,2015,1
1907011,25-44,NARCOTICS,2015,1
1907011,25-44,OTHER OFFENSE,2015,1
1907011,25-44,THEFT,2015,1
1907012,25-44,BATTERY,2015,1
1907012,25-44,BURGLARY,2015,1
1907012,25-44,CRIMINAL DAMAGE,2015,1
1907012,25-44,MOTOR VEHICLE THEFT,2015,1
1907012,25-44,OTHER OFFENSE,2015,1
1907012,25-44,THEFT,2015,3
1907021,25-44,BATTERY,2015,1
1907021,25-44,CRIMINAL DAMAGE,2015,1
1907021,25-44,NARCOTICS,2015,1
1907021,25-44,THEFT,2015,3
1907022,25-44,ASSAULT,2015,1
1907022,25-44,BATTERY,2015,1
1907022,25-44,MOTOR VEHICLE THEFT,2015,1
1907022,25-44,NARCOTICS,2015,1
1907022,25-44,OFFENSE INVOLVING CHILDREN,2015,1
1907022,25-44,OTHER OFFENSE,2015,1
1907022,25-44,THEFT,2015,1
1907023,25-44,BATTERY,2015,5
1907023,25-44,CRIMINAL DAMAGE,2015,2
1907023,25-44,DECEPTIVE PRACTICE,2015,1
1907023,25-44,PUBLIC PEACE VIOLATION,2015,1
1907023,25-44,THEFT,2015,3
1908001,5-17,ASSAULT,2015,1
1908001,5-17,BATTERY,2015,1
1908001,5-17,CRIMINAL TRESPASS,2015,1
1908001,5-17,ROBBERY,2015,1
1908001,5-17,THEFT,2015,2
1908002,25-44,BATTERY,2015,3
1908002,25-44,DECEPTIVE PRACTICE,2015,1
1908002,25-44,NARCOTICS,2015,2
1908002,25-44,THEFT,2015,2
1908002,25-44,WEAPONS VIOLATION,2015,1
1908003,25-44,ASSAULT,2015,1
1908003,25-44,BATTERY,2015,1
1908003,25-44,NARCOTICS,2015,3
1908003,25-44,OTHER OFFENSE,2015,2
1908003,25-44,SEX OFFENSE,2015,1
1908003,25-44,THEFT,2015,1
1908004,45-64,ASSAULT,2015,1
1908004,45-64,BATTERY,2015,2
1908004,45-64,CRIMINAL DAMAGE,2015,1
1908004,45-64,DECEPTIVE PRACTICE,2015,1
1908004,45-64,NARCOTICS,2015,1
1908004,45-64,PUBLIC PEACE VIOLATION,2015,1
1908005,25-44,BATTERY,2015,2
1908005,25-44,PROSTITUTION,2015,1
1909001,25-44,BATTERY,2015,6
1909001,25-44,BURGLARY,2015,1
1909001,25-44,CRIMINAL DAMAGE,2015,2
1909001,25-44,MOTOR VEHICLE THEFT,2015,1
1909001,25-44,NARCOTICS,2015,5
1909001,25-44,OTHER OFFENSE,2015,2
1909001,25-44,PROSTITUTION,2015,1
1909001,25-44,ROBBERY,2015,2
1909001,25-44,THEFT,2015,2
1910001,25-44,BATTERY,2015,1
1910001,25-44,CRIMINAL DAMAGE,2015,2
1910001,25-44,DECEPTIVE PRACTICE,2015,1
1910001,25-44,NARCOTICS,2015,1
1910001,25-44,OFFENSE INVOLVING CHILDREN,2015,1
1910001,25-44,PUBLIC PEACE VIOLATION,2015,1
1910001,25-44,ROBBERY,2015,1
1910001,25-44,THEFT,2015,1
1910002,45-64,ASSAULT,2015,1
1910002,45-64,BATTERY,2015,5
1910002,45-64,BURGLARY,2015,1
1910002,45-64,CRIMINAL DAMAGE,2015,1
1910002,45-64,DECEPTIVE PRACTICE,2015,1
1910002,45-64,NARCOTICS,2015,2
1910002,45-64,THEFT,2015,3
1911001,25-44,BATTERY,2015,4
1911001,25-44,CRIMINAL DAMAGE,2015,2
1911001,25-44,ROBBERY,2015,1
1911001,25-44,THEFT,2015,3
1911001,25-44,WEAPONS VIOLATION,2015,1
1911002,25-44,ASSAULT,2015,1
1911002,25-44,CRIMINAL DAMAGE,2015,3
1911002,25-44,NARCOTICS,2015,1
1911002,25-44,OTHER OFFENSE,2015,2
1911002,25-44,THEFT,2015,2
1911003,25-44,BATTERY,2015,1
1911003,25-44,ROBBERY,2015,1
1911003,25-44,THEFT,2015,2
1911004,25-44,CRIMINAL DAMAGE,2015,3
1911004,25-44,THEFT,2015,1
1911005,25-44,BATTERY,2015,1
1911005,25-44,BURGLARY,2015,1
1911005,25-44,CRIMINAL DAMAGE,2015,1
1911005,25-44,DECEPTIVE PRACTICE,2015,1
1911005,25-44,OTHER OFFENSE,2015,1
1911005,25-44,THEFT,2015,2
1911006,18-24,BATTERY,2015,1
1911006,18-24,CRIMINAL DAMAGE,2015,2
1911006,18-24,DECEPTIVE PRACTICE,2015,1
1911006,18-24,NARCOTICS,2015,2
1911006,18-24,OTHER OFFENSE,2015,1
1911006,18-24,SEX OFFENSE,2015,1
1911006,18-24,THEFT,2015,1
1912001,25-44,ASSAULT,2015,1
1912001,25-44,BATTERY,2015,1
1912001,25-44,CRIMINAL DAMAGE,2015,2
1912001,25-44,DECEPTIVE PRACTICE,2015,2
1912001,25-44,MOTOR VEHICLE THEFT,2015,1
1912001,25-44,NARCOTICS,2015,1
1912001,25-44,ROBBERY,2015,1
1912001,25-44,THEFT,2014,1
1912001,25-44,THEFT,2015,2
1912002,25-44,BATTERY,2015,2
1912002,25-44,BURGLARY,2015,1
1912002,25-44,CRIMINAL DAMAGE,2015,1
1912002,25-44,DECEPTIVE PRACTICE,2015,1
1912002,25-44,NARCOTICS,2015,2
1912002,25-44,OTHER OFFENSE,2015,1
1912002,25-44,THEFT,2015,1
1912002,25-44,WEAPONS VIOLATION,2015,1
1913011,25-44,ASSAULT,2015,1
1913011,25-44,BATTERY,2015,4
1913011,25-44,CRIMINAL DAMAGE,2015,1
1913011,25-44,CRIMINAL TRESPASS,2015,1
1913011,25-44,DECEPTIVE PRACTICE,2015,1
1913011,25-44,NARCOTICS,2015,2
1913011,25-44,OTHER OFFENSE,2015,1
1913011,25-44,PROSTITUTION,2015,1
1913011,25-44,ROBBERY,2015,1
1913011,25-44,THEFT,2015,7
1913011,25-44,WEAPONS VIOLATION,2015,1
1913012,25-44,BATTERY,2015,3
1913012,25-44,CRIMINAL DAMAGE,2015,2
1913012,25-44,DECEPTIVE PRACTICE,2015,1
1913012,25-44,NARCOTICS,2015,1
1913012,25-44,ROBBERY,2015,1
1913012,25-44,THEFT,2015,2
1913012,25-44,WEAPONS VIOLATION,2015,1
1913013,25-44,ASSAULT,2015,3
1913013,25-44,BATTERY,2015,2
1913013,25-44,CRIMINAL DAMAGE,2015,1
1913013,25-44,NARCOTICS,2015,1
1913013,25-44,PUBLIC PEACE VIOLATION,2015,1
1913013,25-44,THEFT,2015,1
1913021,5-17,BATTERY,2015,2
1913021,5-17,CRIMINAL DAMAGE,2015,4
1913021,5-17,CRIMINAL TRESPASS,2015,1
1913021,5-17,DECEPTIVE PRACTICE,2015,1
1913021,5-17,MOTOR VEHICLE THEFT,2015,1
1913021,5-17,NARCOTICS,2015,2
1913021,5-17,ROBBERY,2015,1
1913021,5-17,THEFT,2015,4
1913022,5-17,ASSAULT,2015,1
1913022,5-17,BATTERY,2015,6
1913022,5-17,CRIMINAL DAMAGE,2015,2
1913022,5-17,DECEPTIVE PRACTICE,2015,1
1913022,5-17,NARCOTICS,2015,4
1913022,5-17,OTHER OFFENSE,2015,1
1913022,5-17,ROBBERY,2015,1
1913022,5-17,THEFT,2014,1
1913022,5-17,THEFT,2015,2
1913022,5-17,WEAPONS VIOLATION,2015,1
2001001,25-44,ASSAULT,2015,1
2001001,25-44,BATTERY,2015,2
2001001,25-44,CRIMINAL DAMAGE,2015,3
2001001,25-44,DECEPTIVE PRACTICE,2015,1
2001001,25-44,MOTOR VEHICLE THEFT,2015,1
2001001,25-44,NARCOTICS,2015,2
2001001,25-44,THEFT,2015,2
2001002,25-44,BURGLARY,2015,1
2001002,25-44,NARCOTICS,2015,2
2001002,25-44,ROBBERY,2015,1
2001002,25-44,THEFT,2015,2
2001003,25-44,BATTERY,2015,2
2001003,25-44,BURGLARY,2015,1
2001003,25-44,CRIMINAL DAMAGE,2015,7
2001003,25-44,DECEPTIVE PRACTICE,2015,1
2001003,25-44,NARCOTICS,2015,2
2001003,25-44,OTHER OFFENSE,2015,1
2001003,25-44,ROBBERY,2015,1
2001003,25-44,THEFT,2015,4
2002001,25-44,ASSAULT,2015,2
2002001,25-44,BATTERY,2015,2
2002001,25-44,BATTERY,2018,1
2002001,25-44,KIDNAPPING,2015,1
2002001,25-44,THEFT,2015,1
2002002,25-44,BATTERY,2015,1
2002002,25-44,BURGLARY,2015,1
2002002,25-44,CRIMINAL DAMAGE,2015,1
2002002,25-44,CRIMINAL TRESPASS,2015,1
2002002,25-44,MOTOR VEHICLE THEFT,2015,1
2002002,25-44,OTHER OFFENSE,2015,5
2002002,25-44,THEFT,2015,3
2002003,25-44,BATTERY,2015,1
2002003,25-44,NARCOTICS,2015,1
2002003,25-44,THEFT,2015,4
2002004,25-44,BATTERY,2015,1
2002004,25-44,CRIMINAL DAMAGE,2015,2
2002004,25-44,NARCOTICS,2015,2
2002004,25-44,OFFENSE INVOLVING CHILDREN,2015,1
2002004,25-44,THEFT,2015,1
2002004,25-44,WEAPONS VIOLATION,2015,1
2003001,45-64,BATTERY,2015,1
2003001,45-64,CRIMINAL DAMAGE,2015,2
2003001,45-64,NARCOTICS,2015,1
2003001,45-64,ROBBERY,2015,2
2003001,45-64,THEFT,2015,2
2003002,5-17,BATTERY,2015,3
2003002,5-17,CRIMINAL DAMAGE,2015,2
2003002,5-17,DECEPTIVE PRACTICE,2015,2
2003002,5-17,GAMBLING,2015,1
2003002,5-17,THEFT,2015,1
2003002,5-17,WEAPONS VIOLATION,2015,1
2004011,25-44,BATTERY,2015,1
2004011,25-44,DECEPTIVE PRACTICE,2015,1
2004011,25-44,NARCOTICS,2015,1
2004011,25-44,THEFT,2015,3
2004011,25-44,WEAPONS VIOLATION,2015,1
2004012,25-44,BATTERY,2015,1
2004012,25-44,BURGLARY,2015,1
2004012,25-44,DECEPTIVE PRACTICE,2015,1
2004012,25-44,OFFENSE INVOLVING CHILDREN,2015,2
2004012,25-44,OTHER OFFENSE,2015,2
2004012,25-44,THEFT,2015,2
2004012,25-44,WEAPONS VIOLATION,2015,1
2004021,25-44,ASSAULT,2015,2
2004021,25-44,BURGLARY,2015,1
2004021,25-44,CRIMINAL DAMAGE,2015,1
2004021,25-44,ROBBERY,2015,2
2004021,25-44,THEFT,2015,1
2004022,25-44,BATTERY,2015,2
2004022,25-44,DECEPTIVE PRACTICE,2015,2
2004022,25-44,NARCOTICS,2015,1
2004022,25-44,THEFT,2015,1
2004023,18-24,BATTERY,2015,3
2004023,18-24,CRIMINAL DAMAGE,2015,1
2004023,18-24,NARCOTICS,2015,1
2004023,18-24,PUBLIC PEACE VIOLATION,2015,1
2004023,18-24,THEFT,2015,1
2101001,25-44,BATTERY,2015,3
2101001,25-44,CRIMINAL DAMAGE,2015,1
2101001,25-44,DECEPTIVE PRACTICE,2015,1
2101001,25-44,NARCOTICS,2015,1
2101001,25-44,OTHER OFFENSE,2015,2
2101001,25-44,ROBBERY,2015,1
2101001,25-44,THEFT,2015,5
2101002,25-44,ASSAULT,2015,2
2101002,25-44,BATTERY,2015,4
