rownumber,name,address,license desc,business desc,tract_block 
53306,"ASCLOSE, INC.",3258 N SOUTHPORT AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1708003014
53317,"FANFARES CATERING SERVICES, INC.",742 E 95TH ST,Caterer's Liquor License,Catering of Liquor To Events,7302015014
53340,SOUTHPORT ENTERPRISE CO.,2852-2856 N SOUTHPORT AVE,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8315001025
53368,SOUTHPORT ENTERPRISE CO.,2852-2856 N SOUTHPORT AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8315001025
53382,"LAS ISLAS MARIAS, INC.",5401 S PULASKI RD 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5607001001
53416,"FULTON STREET BREWERY, LLC",1800 W FULTON ST,Package Goods,Retail Sales of Packaged Liquor,8378001002
53447,"ELFEGO RODRIGUEZ, INC.",2914 N CLARK ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1904021029
53460,"SJP, INC.",343 S DEARBORN ST,Package Goods,Retail Sales of Packaged Liquor,8419001003
53562,"ELFEGO RODRIGUEZ, INC.",2914 N CLARK ST 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,1904021029
53564,"BOND DRUG COMPANY OF ILLINOIS, LLC",2340 W MADISON ST,Package Goods,Retail Sales of Packaged Liquor,2519001015
53603,TWELVE PINS (CHICAGO) INC.,3511 N CLARK ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8311001000
53621,HML LIQUORS,3014 N ASHLAND AVE,Package Goods,Retail Sales of Packaged Liquor,1904021029
53622,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
53649,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
53651,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
53654,"RANCHO GRANDE, INC.",6038-6040 S PULASKI RD 1 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,6404002031
53672,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
53673,"OFFBEAT HOSPITALITY, LLC",1938-1940 W DIVISION ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
53674,"OFFBEAT HOSPITALITY, LLC",1938-1940 W DIVISION ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
53681,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
53686,"RANCHO GRANDE, INC.",6038-6040 S PULASKI RD 1 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,6404002031
53688,HINKY-DINKS LIMITED,3243 W 111TH ST 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7404003003
53696,"6343 CALIFORNIA, INC.",6343 N CALIFORNIA AVE,Package Goods,Retail Sales of Packaged Liquor,1002005011
53723,"THE HEARTY BOYS CATERERS, INC.",3819 N BROADWAY  1,Caterer's Liquor License,Catering of Liquor To Events,1507001004
53741,"OFFBEAT HOSPITALITY, LLC",1938-1940 W DIVISION ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
53762,"THE HEARTY BOYS CATERERS, INC.",3819 N BROADWAY  1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,1507001004
53780,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
53805,"ROTI RESTAURANTS, LLC",1526 E 53RD ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5705001020
53824,"OFFBEAT HOSPITALITY, LLC",1938-1940 W DIVISION ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
53866,"THE GOURMET GRAPE, INC.",3530 N HALSTED ST,Tavern,Tavern - Consumption of Liquor on Premise,8311001000
53873,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
53897,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
53905,"OFFBEAT HOSPITALITY, LLC",1938 W DIVISION ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
53911,"THE HEARTY BOYS CATERERS, INC.",3819 N BROADWAY  1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1507001004
53922,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
53926,"J & K FOOD & LIQUOR, INC.",6320 N WESTERN AVE,Package Goods,Retail Sales of Packaged Liquor,1002005011
53937,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
53946,WESTERN FINE FOOD & LIQUOR INC.,919-925 W 57TH ST 1,Package Goods,Retail Sales of Packaged Liquor,6702001018
53947,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
53962,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
53998,"OFFBEAT HOSPITALITY, LLC",1938-1940 W DIVISION ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
54004,HINKY-DINKS LIMITED,3243 W 111TH ST 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,7404003003
54015,DRAM OF CHICAGO INC.,2020 W DIVISION ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
54025,"BOOGIES BEER AND WINE, LLC",1636 W BELMONT AVE 1ST,Package Goods,Retail Sales of Packaged Liquor | Retail Sales of General Merchandise and Non-Perishable Food,1708003014
54029,EL RINCON INC,1802 S ALLPORT ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2925004000
54041,"RANCHO GRANDE, INC.",6038-6040 S PULASKI RD 1 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,6404002031
54070,"STOP & DRINK, INC.",742 N CLARK ST,Tavern,Tavern - Consumption of Liquor on Premise,2435002009
54073,"VML, INC.",308 W ERIE ST 1,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2315006007
54080,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1710002013
54083,"VML, INC.",308 W ERIE ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2315006007
54090,"THE LOCAL, LLC",198 E DELAWARE PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
54108,"VML, INC.",308 W ERIE ST 1,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2315006007
54135,"CHEVALIER FINE WINES, INC.",1000 N MILWAUKEE AVE  C1N,Package Goods,Retail Sales of Packaged Liquor,8366001005
54140,"VML, INC.",308 W ERIE ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2315006007
54142,"RISTOV, INC.",1822 W ADDISON ST 1,Tavern,Tavern - Consumption of Liquor on Premise,8311001000
54153,"MATTICKS WINE & LIQUORS, INC.",1365 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,2207022020
54154,"STOP & DRINK, INC.",742 N CLARK ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2435002009
54172,"BRASS MONKEY BRASSERIE, LLC",401 N MORGAN ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8330002012
54183,"STOP & DRINK, INC.",742 N CLARK ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2435002009
54196,"STOP & DRINK, INC.",742 N CLARK ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2435002009
54204,"VML, INC.",308 W ERIE ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2315006007
54210,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1710002013
54211,"STOP & DRINK, INC.",742 N CLARK ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2435002009
54234,"VML, INC.",308 W ERIE ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2315006007
54267,DIEPPA INC.,3553-3559 E 100TH ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5102002006
54282,"ALLEN GRAHAM VAN HULLE ENTERPRISES, INC.",3169 N HALSTED ST 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1708003014
54314,"STOP & DRINK, INC.",742 N CLARK ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2435002009
54337,"LAS MANANITAS, INC.",3523 N HALSTED ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8311001000
54352,"STOP & DRINK, INC.",742 N CLARK ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2435002009
54363,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1710002013
54366,"STOP & DRINK, INC.",742 N CLARK ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2435002009
54370,"VML, INC.",308 W ERIE ST 1,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2315006007
54391,"VML, INC.",308 W ERIE ST 1,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2315006007
54398,"STOP & DRINK, INC.",742 N CLARK ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2435002009
54410,RESTAURANT ONE LIMITED PARTNERSHIP,980 N MICHIGAN AVE 3RD #,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8366002007
54411,CHSP TRS LAKESHORE LLC,644 N LAKE SHORE DR 1-32,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
54422,"THE LOCAL, LLC",198 E DELAWARE PL,Caterer's Liquor License,Catering of Liquor To Events,2513005008
54428,JAKE'S LIQUORS INC,2932 N CLARK ST 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1904021029
54435,D C HENNING INC,2535-2537 W PETERSON AVE,Tavern,Tavern - Consumption of Liquor on Premise,208012000
54451,"STOP & DRINK, INC.",742 N CLARK ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2435002009
54455,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1710002013
54456,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1710002013
54461,"STOP & DRINK, INC.",742 N CLARK ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2435002009
54470,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1710002013
54517,CHSP TRS LAKESHORE LLC,644 N LAKE SHORE DR 1-32,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
54538,SHAMANI INC,2919 N BROADWAY,Package Goods,Retail Sales of Packaged Liquor,1904021029
54563,"THE LOCAL, LLC",198 E DELAWARE PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
54570,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1710002013
54596,"SCALZO, INC.",1928 W DIVISION ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
54600,"STOP & DRINK, INC.",742 N CLARK ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2435002009
54602,"STOP & DRINK, INC.",742 N CLARK ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2435002009
54613,"JAY-MAHARAJ MINI MART, INC.",3407 W MADISON ST,Package Goods,Retail Sales of Packaged Liquor,2519001015
54615,"GRAND FOOD & LIQUORS, INC.",5128 W GRAND AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1913022033
54617,"THE LOCAL, LLC",198 E DELAWARE PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
54643,"STOP & DRINK, INC.",742 N CLARK ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2435002009
54645,"VML, INC.",308 W ERIE ST 1,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2315006007
54646,"SPIRITS AND BREW, INC.",2150-2158 W BELMONT AVE 1,Package Goods,Retail Sales of Packaged Liquor,1708003014
54650,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1710002013
54672,WALGREEN CO.,5140 W DIVERSEY AVE  1,Package Goods,Retail Sales of Packaged Liquor,1906011004
54676,"VML, INC.",308 W ERIE ST 1,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2315006007
54697,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1710002013
54706,MOUNSEF INVESTMENT CORP.,6001 N WESTERN AVE 1,Package Goods,Retail Sales of Packaged Liquor,208012000
54712,"GRAND PALACE SUPERMARKET, INC",7131-7133 S STATE ST,Package Goods,Retail Sales of Packaged Liquor,6610004003
54731,"STOP & DRINK, INC.",742 N CLARK ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2435002009
54756,"RISTOV, INC.",1822 W ADDISON ST 1,Tavern,Tavern - Consumption of Liquor on Premise,8311001000
54760,ARCO DE CUCHILLEROS INC,3445 N HALSTED ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,508001020
54763,"THE LOCAL, LLC",198 E DELAWARE PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
54764,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1710002013
54779,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1710002013
54805,"CAFE EL TAPATIO, INC.",3400-3402 N ASHLAND AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1708002010
54810,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1710002013
54817,"STOP & DRINK, INC.",742 N CLARK ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2435002009
54826,"RISTOV, INC.",1822 W ADDISON ST 1,Tavern,Tavern - Consumption of Liquor on Premise,8311001000
54865,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1710002013
54888,"STOP & DRINK, INC.",742 N CLARK ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2435002009
54905,"VML, INC.",308 W ERIE ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2315006007
54916,"STOP & DRINK, INC.",742 N CLARK ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2435002009
54924,"THE LOCAL, LLC",198 E DELAWARE PL,Caterer's Liquor License,Catering of Liquor To Events,2513005008
54942,"L'FLAMINGO LIQUORS, INC.",3556 W FULLERTON AVE 1ST,Package Goods,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Packaged Liquor,1912001002
54946,"STOP & DRINK, INC.",742 N CLARK ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2435002009
54969,"RISTOV, INC.",1822 W ADDISON ST 1,Tavern,Tavern - Consumption of Liquor on Premise,8311001000
54975,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1710002013
54998,"ROOTS LAWRENCE, LLC",2200 W LAWRENCE AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
55018,"VML, INC.",308 W ERIE ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2315006007
55020,"STOP & DRINK, INC.",742 N CLARK ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2435002009
55025,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1710002013
55035,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1710002013
55045,"VML, INC.",308 W ERIE ST 1,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2315006007
55055,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1710002013
55064,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1710002013
55070,WALGREEN CO.,4817 W FULLERTON AVE 1,Package Goods,Retail Sales of Packaged Liquor,1912001002
55078,"THE LOCAL, LLC",198 E DELAWARE PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
55079,"VML, INC.",308 W ERIE ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2315006007
55082,LUKABA PRODUCTIONS,1225 W BELMONT AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1708003014
55083,"THE LOCAL, LLC",198 E DELAWARE PL,Caterer's Liquor License,Catering of Liquor To Events,2513005008
55095,CHSP TRS LAKESHORE LLC,644 N LAKE SHORE DR 1-32,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
55098,"RISTOV, INC.",1822 W ADDISON ST 1,Tavern,Tavern - Consumption of Liquor on Premise,8311001000
55105,"VML, INC.",308 W ERIE ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2315006007
55106,OHIO ACQUISITION LLC,212 E OHIO ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2435002031
55110,"VML, INC.",308 W ERIE ST 1,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2315006007
55116,"RISTOV, INC.",1822 W ADDISON ST 1,Tavern,Tavern - Consumption of Liquor on Premise,8311001000
55120,RIDGE COUNTRY CLUB,10522 S CALIFORNIA AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,7402002009
55130,"STOP & DRINK, INC.",742 N CLARK ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2435002009
55142,"STOP & DRINK, INC.",742 N CLARK ST,Tavern,Tavern - Consumption of Liquor on Premise,2435002009
55143,ARCO DE CUCHILLEROS INC,3445 N HALSTED ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,508001020
55162,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1710002013
55168,"STOP & DRINK, INC.",742 N CLARK ST,Tavern,Tavern - Consumption of Liquor on Premise,2435002009
55173,"THE LOCAL, LLC",198 E DELAWARE PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
55189,CHSP TRS LAKESHORE LLC,644 N LAKE SHORE DR 1-32,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2315006007
55238,"RISTOV, INC.",1822 W ADDISON ST 1,Tavern,Tavern - Consumption of Liquor on Premise,8311001000
55248,"STOP & DRINK, INC.",742 N CLARK ST,Tavern,Tavern - Consumption of Liquor on Premise,2435002009
55268,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1710002013
55274,BEL-PARK LIQUORS INC.,3210-3212 N CICERO AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1710002013
55295,"VML, INC.",308 W ERIE ST 1,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2315006007
55318,"VML, INC.",308 W ERIE ST 1,Tavern,Tavern - Consumption of Liquor on Premise,2315006007
55362,"VML, INC.",308 W ERIE ST 1,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2315006007
55372,ALCOIRIS INC,4007 W ARMITAGE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1911003009
55376,"VML, INC.",308 W ERIE ST 1,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2315006007
55384,"STOP & DRINK, INC.",742 N CLARK ST,Tavern,Tavern - Consumption of Liquor on Premise,2435002009
55390,T. SHIN CORPORATION,3158 N BROADWAY,Package Goods,Retail Sales of Packaged Liquor,1710002013
