year,Census Block,Age Group,Crime Type,#Crimes
2015,1708002,45-64,CRIM SEXUAL ASSAULT,5
2016,1708002,45-64,CRIM SEXUAL ASSAULT,1
2015,1708002,45-64,CRIMINAL DAMAGE,115
2016,1708002,45-64,CRIMINAL DAMAGE,78
2018,1708002,45-64,CRIMINAL DAMAGE,1
2015,1708002,45-64,CRIMINAL TRESPASS,31
2016,1708002,45-64,CRIMINAL TRESPASS,11
2018,1708002,45-64,CRIMINAL TRESPASS,1
2014,1708002,45-64,DECEPTIVE PRACTICE,1
2015,1708002,45-64,DECEPTIVE PRACTICE,73
2016,1708002,45-64,DECEPTIVE PRACTICE,44
2018,1708002,45-64,DECEPTIVE PRACTICE,1
2016,1708002,45-64,GAMBLING,1
2015,1708002,45-64,HOMICIDE,1
2015,1708002,45-64,INTERFERENCE WITH PUBLIC OFFICER,2
2015,1708002,45-64,LIQUOR LAW VIOLATION,1
2015,1708002,45-64,MOTOR VEHICLE THEFT,55
2016,1708002,45-64,MOTOR VEHICLE THEFT,37
2015,1708002,45-64,NARCOTICS,34
2016,1708002,45-64,NARCOTICS,15
2015,1708002,45-64,OFFENSE INVOLVING CHILDREN,8
2016,1708002,45-64,OFFENSE INVOLVING CHILDREN,2
2015,1708002,45-64,OTHER OFFENSE,67
2016,1708002,45-64,OTHER OFFENSE,36
2015,1708002,45-64,PUBLIC PEACE VIOLATION,4
2015,1708002,45-64,ROBBERY,29
2016,1708002,45-64,ROBBERY,18
2015,1708002,45-64,SEX OFFENSE,4
2016,1708002,45-64,SEX OFFENSE,4
2001,1708002,45-64,THEFT,1
2014,1708002,45-64,THEFT,2
2015,1708002,45-64,THEFT,297
2016,1708002,45-64,THEFT,130
2015,1708002,45-64,WEAPONS VIOLATION,3
2016,1708002,45-64,WEAPONS VIOLATION,2
2015,1708003,45-64,ARSON,5
2016,1708003,45-64,ARSON,2
2015,1708003,45-64,ASSAULT,56
2016,1708003,45-64,ASSAULT,23
2018,1708003,45-64,ASSAULT,2
2015,1708003,45-64,BATTERY,185
2016,1708003,45-64,BATTERY,115
2018,1708003,45-64,BATTERY,1
2015,1708003,45-64,BURGLARY,56
2016,1708003,45-64,BURGLARY,42
2015,1708003,45-64,CRIM SEXUAL ASSAULT,6
2016,1708003,45-64,CRIM SEXUAL ASSAULT,2
2015,1708003,45-64,CRIMINAL DAMAGE,138
2016,1708003,45-64,CRIMINAL DAMAGE,104
2018,1708003,45-64,CRIMINAL DAMAGE,2
2015,1708003,45-64,CRIMINAL TRESPASS,38
2016,1708003,45-64,CRIMINAL TRESPASS,16
2014,1708003,45-64,DECEPTIVE PRACTICE,1
2015,1708003,45-64,DECEPTIVE PRACTICE,72
2016,1708003,45-64,DECEPTIVE PRACTICE,36
2018,1708003,45-64,DECEPTIVE PRACTICE,1
2015,1708003,45-64,INTERFERENCE WITH PUBLIC OFFICER,2
2015,1708003,45-64,INTIMIDATION,1
2015,1708003,45-64,KIDNAPPING,1
2016,1708003,45-64,KIDNAPPING,1
2016,1708003,45-64,LIQUOR LAW VIOLATION,1
2015,1708003,45-64,MOTOR VEHICLE THEFT,62
2016,1708003,45-64,MOTOR VEHICLE THEFT,30
2018,1708003,45-64,MOTOR VEHICLE THEFT,1
2015,1708003,45-64,NARCOTICS,46
2016,1708003,45-64,NARCOTICS,9
2015,1708003,45-64,OBSCENITY,1
2016,1708003,45-64,OBSCENITY,1
2015,1708003,45-64,OFFENSE INVOLVING CHILDREN,10
2016,1708003,45-64,OFFENSE INVOLVING CHILDREN,4
2015,1708003,45-64,OTHER OFFENSE,51
2016,1708003,45-64,OTHER OFFENSE,46
2018,1708003,45-64,OTHER OFFENSE,1
2015,1708003,45-64,PUBLIC PEACE VIOLATION,5
2016,1708003,45-64,PUBLIC PEACE VIOLATION,2
2015,1708003,45-64,ROBBERY,41
2016,1708003,45-64,ROBBERY,25
2015,1708003,45-64,SEX OFFENSE,6
2016,1708003,45-64,SEX OFFENSE,3
2016,1708003,45-64,STALKING,1
2014,1708003,45-64,THEFT,3
2015,1708003,45-64,THEFT,354
2016,1708003,45-64,THEFT,152
2018,1708003,45-64,THEFT,3
2015,1708003,45-64,WEAPONS VIOLATION,5
2016,1708003,45-64,WEAPONS VIOLATION,6
2015,1709001,45-64,ASSAULT,4
2016,1709001,45-64,ASSAULT,3
2015,1709001,45-64,BATTERY,2
2016,1709001,45-64,BATTERY,4
2015,1709001,45-64,BURGLARY,6
2016,1709001,45-64,BURGLARY,1
2016,1709001,45-64,CRIM SEXUAL ASSAULT,1
2015,1709001,45-64,CRIMINAL DAMAGE,4
2016,1709001,45-64,CRIMINAL DAMAGE,1
2015,1709001,45-64,DECEPTIVE PRACTICE,4
2016,1709001,45-64,DECEPTIVE PRACTICE,1
2016,1709001,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,1709001,45-64,MOTOR VEHICLE THEFT,5
2016,1709001,45-64,NARCOTICS,1
2015,1709001,45-64,OTHER OFFENSE,4
2016,1709001,45-64,OTHER OFFENSE,3
2015,1709001,45-64,ROBBERY,1
2015,1709001,45-64,THEFT,11
2016,1709001,45-64,THEFT,3
2016,1709001,45-64,WEAPONS VIOLATION,1
2015,1710002,45-64,ARSON,1
2016,1710002,45-64,ARSON,1
2015,1710002,45-64,ASSAULT,59
2016,1710002,45-64,ASSAULT,39
2018,1710002,45-64,ASSAULT,1
2015,1710002,45-64,BATTERY,162
2016,1710002,45-64,BATTERY,93
2018,1710002,45-64,BATTERY,1
2015,1710002,45-64,BURGLARY,63
2016,1710002,45-64,BURGLARY,39
2015,1710002,45-64,CONCEALED CARRY LICENSE VIOLATION,1
2015,1710002,45-64,CRIM SEXUAL ASSAULT,8
2016,1710002,45-64,CRIM SEXUAL ASSAULT,1
2015,1710002,45-64,CRIMINAL DAMAGE,105
2016,1710002,45-64,CRIMINAL DAMAGE,78
2015,1710002,45-64,CRIMINAL TRESPASS,24
2016,1710002,45-64,CRIMINAL TRESPASS,12
2018,1710002,45-64,CRIMINAL TRESPASS,1
2014,1710002,45-64,DECEPTIVE PRACTICE,3
2015,1710002,45-64,DECEPTIVE PRACTICE,76
2016,1710002,45-64,DECEPTIVE PRACTICE,31
2017,1710002,45-64,DECEPTIVE PRACTICE,1
2015,1710002,45-64,INTERFERENCE WITH PUBLIC OFFICER,2
2015,1710002,45-64,INTIMIDATION,1
2016,1710002,45-64,INTIMIDATION,1
2015,1710002,45-64,KIDNAPPING,2
2016,1710002,45-64,KIDNAPPING,1
2015,1710002,45-64,LIQUOR LAW VIOLATION,5
2016,1710002,45-64,LIQUOR LAW VIOLATION,2
2014,1710002,45-64,MOTOR VEHICLE THEFT,1
2015,1710002,45-64,MOTOR VEHICLE THEFT,53
2016,1710002,45-64,MOTOR VEHICLE THEFT,33
2018,1710002,45-64,MOTOR VEHICLE THEFT,1
2015,1710002,45-64,NARCOTICS,42
2016,1710002,45-64,NARCOTICS,13
2016,1710002,45-64,NON-CRIMINAL,1
2016,1710002,45-64,OBSCENITY,1
2015,1710002,45-64,OFFENSE INVOLVING CHILDREN,2
2016,1710002,45-64,OFFENSE INVOLVING CHILDREN,1
2015,1710002,45-64,OTHER OFFENSE,42
2016,1710002,45-64,OTHER OFFENSE,28
2015,1710002,45-64,PUBLIC PEACE VIOLATION,5
2016,1710002,45-64,PUBLIC PEACE VIOLATION,1
2015,1710002,45-64,ROBBERY,58
2016,1710002,45-64,ROBBERY,23
2015,1710002,45-64,SEX OFFENSE,4
2001,1710002,45-64,THEFT,1
2015,1710002,45-64,THEFT,313
2016,1710002,45-64,THEFT,158
2015,1710002,45-64,WEAPONS VIOLATION,3
2016,1710002,45-64,WEAPONS VIOLATION,4
2015,1710003,25-44,ASSAULT,4
2016,1710003,25-44,ASSAULT,1
2015,1710003,25-44,BATTERY,4
2016,1710003,25-44,BATTERY,1
2015,1710003,25-44,BURGLARY,2
2016,1710003,25-44,BURGLARY,1
2015,1710003,25-44,CRIMINAL DAMAGE,5
2016,1710003,25-44,CRIMINAL DAMAGE,1
2016,1710003,25-44,CRIMINAL TRESPASS,1
2015,1710003,25-44,MOTOR VEHICLE THEFT,2
2016,1710003,25-44,MOTOR VEHICLE THEFT,5
2015,1710003,25-44,NARCOTICS,2
2016,1710003,25-44,NARCOTICS,1
2015,1710003,25-44,OTHER OFFENSE,4
2015,1710003,25-44,STALKING,1
2015,1710003,25-44,THEFT,1
2016,1710003,25-44,THEFT,4
2015,1710004,45-64,ASSAULT,2
2016,1710004,45-64,ASSAULT,1
2015,1710004,45-64,BATTERY,6
2016,1710004,45-64,BATTERY,2
2015,1710004,45-64,BURGLARY,2
2016,1710004,45-64,BURGLARY,2
2015,1710004,45-64,CRIMINAL DAMAGE,5
2016,1710004,45-64,CRIMINAL DAMAGE,1
2015,1710004,45-64,CRIMINAL TRESPASS,1
2016,1710004,45-64,DECEPTIVE PRACTICE,2
2015,1710004,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,1710004,45-64,MOTOR VEHICLE THEFT,1
2016,1710004,45-64,MOTOR VEHICLE THEFT,3
2015,1710004,45-64,NARCOTICS,1
2016,1710004,45-64,NARCOTICS,1
2015,1710004,45-64,OFFENSE INVOLVING CHILDREN,1
2015,1710004,45-64,OTHER OFFENSE,2
2016,1710004,45-64,ROBBERY,1
2015,1710004,45-64,SEX OFFENSE,1
2015,1710004,45-64,THEFT,5
2016,1710004,45-64,THEFT,5
2015,1710005,25-44,ASSAULT,1
2015,1710005,25-44,BATTERY,2
2015,1710005,25-44,CRIMINAL DAMAGE,1
2016,1710005,25-44,CRIMINAL DAMAGE,1
2016,1710005,25-44,CRIMINAL TRESPASS,1
2015,1710005,25-44,MOTOR VEHICLE THEFT,2
2016,1710005,25-44,MOTOR VEHICLE THEFT,1
2016,1710005,25-44,NARCOTICS,1
2015,1710005,25-44,OTHER OFFENSE,3
2016,1710005,25-44,ROBBERY,1
2015,1710005,25-44,THEFT,5
2016,1710005,25-44,THEFT,1
2015,1711002,45-64,ARSON,1
2016,1711002,45-64,ASSAULT,1
2015,1711002,45-64,BATTERY,9
2016,1711002,45-64,BATTERY,3
2015,1711002,45-64,BURGLARY,5
2016,1711002,45-64,BURGLARY,4
2015,1711002,45-64,CRIM SEXUAL ASSAULT,1
2015,1711002,45-64,CRIMINAL DAMAGE,11
2016,1711002,45-64,CRIMINAL DAMAGE,5
2015,1711002,45-64,DECEPTIVE PRACTICE,5
2016,1711002,45-64,DECEPTIVE PRACTICE,2
2016,1711002,45-64,LIQUOR LAW VIOLATION,1
2015,1711002,45-64,MOTOR VEHICLE THEFT,4
2015,1711002,45-64,NARCOTICS,1
2015,1711002,45-64,OTHER OFFENSE,2
2016,1711002,45-64,OTHER OFFENSE,3
2016,1711002,45-64,ROBBERY,1
2015,1711002,45-64,STALKING,1
2015,1711002,45-64,THEFT,14
2016,1711002,45-64,THEFT,6
2015,1711002,45-64,WEAPONS VIOLATION,1
2016,1711002,45-64,WEAPONS VIOLATION,1
2015,1801001,25-44,ARSON,1
2015,1801001,25-44,ASSAULT,36
2016,1801001,25-44,ASSAULT,18
2018,1801001,25-44,ASSAULT,1
2015,1801001,25-44,BATTERY,105
2016,1801001,25-44,BATTERY,40
2015,1801001,25-44,BURGLARY,48
2016,1801001,25-44,BURGLARY,22
2018,1801001,25-44,BURGLARY,1
2014,1801001,25-44,CRIM SEXUAL ASSAULT,1
2015,1801001,25-44,CRIM SEXUAL ASSAULT,2
2015,1801001,25-44,CRIMINAL DAMAGE,82
2016,1801001,25-44,CRIMINAL DAMAGE,48
2015,1801001,25-44,CRIMINAL TRESPASS,13
2016,1801001,25-44,CRIMINAL TRESPASS,4
2018,1801001,25-44,CRIMINAL TRESPASS,1
2014,1801001,25-44,DECEPTIVE PRACTICE,2
2015,1801001,25-44,DECEPTIVE PRACTICE,34
2016,1801001,25-44,DECEPTIVE PRACTICE,29
2015,1801001,25-44,INTERFERENCE WITH PUBLIC OFFICER,4
2016,1801001,25-44,KIDNAPPING,1
2015,1801001,25-44,MOTOR VEHICLE THEFT,28
2016,1801001,25-44,MOTOR VEHICLE THEFT,24
2015,1801001,25-44,NARCOTICS,20
2016,1801001,25-44,NARCOTICS,2
2015,1801001,25-44,OFFENSE INVOLVING CHILDREN,4
2016,1801001,25-44,OFFENSE INVOLVING CHILDREN,2
2015,1801001,25-44,OTHER OFFENSE,37
2016,1801001,25-44,OTHER OFFENSE,22
2015,1801001,25-44,PROSTITUTION,1
2015,1801001,25-44,PUBLIC PEACE VIOLATION,5
2016,1801001,25-44,PUBLIC PEACE VIOLATION,1
2015,1801001,25-44,ROBBERY,18
2016,1801001,25-44,ROBBERY,18
2015,1801001,25-44,SEX OFFENSE,5
2016,1801001,25-44,SEX OFFENSE,1
2015,1801001,25-44,THEFT,163
2016,1801001,25-44,THEFT,78
2018,1801001,25-44,THEFT,2
2016,1801001,25-44,WEAPONS VIOLATION,2
2015,1801002,25-44,ASSAULT,7
2016,1801002,25-44,ASSAULT,2
2018,1801002,25-44,ASSAULT,1
2015,1801002,25-44,BATTERY,10
2016,1801002,25-44,BATTERY,6
2015,1801002,25-44,BURGLARY,6
2016,1801002,25-44,BURGLARY,1
2015,1801002,25-44,CRIMINAL DAMAGE,9
2016,1801002,25-44,CRIMINAL DAMAGE,5
2016,1801002,25-44,CRIMINAL TRESPASS,1
2015,1801002,25-44,DECEPTIVE PRACTICE,2
2016,1801002,25-44,DECEPTIVE PRACTICE,1
2015,1801002,25-44,MOTOR VEHICLE THEFT,1
2016,1801002,25-44,MOTOR VEHICLE THEFT,2
2016,1801002,25-44,NARCOTICS,2
2015,1801002,25-44,OFFENSE INVOLVING CHILDREN,1
2015,1801002,25-44,OTHER OFFENSE,6
2016,1801002,25-44,OTHER OFFENSE,1
2015,1801002,25-44,PUBLIC PEACE VIOLATION,1
2015,1801002,25-44,ROBBERY,1
2015,1801002,25-44,THEFT,9
2016,1801002,25-44,THEFT,4
2015,1801003,25-44,ASSAULT,6
2016,1801003,25-44,ASSAULT,5
2015,1801003,25-44,BATTERY,5
2016,1801003,25-44,BATTERY,12
2015,1801003,25-44,BURGLARY,3
2016,1801003,25-44,BURGLARY,1
2015,1801003,25-44,CRIMINAL DAMAGE,3
2016,1801003,25-44,CRIMINAL DAMAGE,2
2015,1801003,25-44,CRIMINAL TRESPASS,1
2015,1801003,25-44,DECEPTIVE PRACTICE,3
2015,1801003,25-44,MOTOR VEHICLE THEFT,2
2016,1801003,25-44,MOTOR VEHICLE THEFT,1
2015,1801003,25-44,NARCOTICS,2
2015,1801003,25-44,OTHER OFFENSE,9
2016,1801003,25-44,OTHER OFFENSE,9
2015,1801003,25-44,PUBLIC PEACE VIOLATION,1
2016,1801003,25-44,PUBLIC PEACE VIOLATION,2
2015,1801003,25-44,ROBBERY,1
2016,1801003,25-44,ROBBERY,3
2018,1801003,25-44,SEX OFFENSE,1
2015,1801003,25-44,THEFT,3
2016,1801003,25-44,THEFT,7
2015,1801004,45-64,ASSAULT,15
2016,1801004,45-64,ASSAULT,6
2015,1801004,45-64,BATTERY,30
2016,1801004,45-64,BATTERY,13
2015,1801004,45-64,BURGLARY,15
2016,1801004,45-64,BURGLARY,4
2015,1801004,45-64,CRIMINAL DAMAGE,17
2016,1801004,45-64,CRIMINAL DAMAGE,7
2015,1801004,45-64,CRIMINAL TRESPASS,2
2016,1801004,45-64,CRIMINAL TRESPASS,4
2015,1801004,45-64,DECEPTIVE PRACTICE,5
2016,1801004,45-64,DECEPTIVE PRACTICE,4
2009,1801004,45-64,HOMICIDE,1
2016,1801004,45-64,INTIMIDATION,1
2015,1801004,45-64,MOTOR VEHICLE THEFT,6
2016,1801004,45-64,MOTOR VEHICLE THEFT,6
2015,1801004,45-64,NARCOTICS,3
2016,1801004,45-64,NARCOTICS,3
2015,1801004,45-64,OFFENSE INVOLVING CHILDREN,1
2015,1801004,45-64,OTHER OFFENSE,5
2016,1801004,45-64,OTHER OFFENSE,6
2015,1801004,45-64,PUBLIC PEACE VIOLATION,1
2016,1801004,45-64,PUBLIC PEACE VIOLATION,1
2015,1801004,45-64,ROBBERY,3
2016,1801004,45-64,ROBBERY,2
2015,1801004,45-64,THEFT,18
2016,1801004,45-64,THEFT,9
2016,1801004,45-64,WEAPONS VIOLATION,1
2015,1801005,25-44,ASSAULT,8
2016,1801005,25-44,ASSAULT,4
2015,1801005,25-44,BATTERY,13
2016,1801005,25-44,BATTERY,18
2015,1801005,25-44,BURGLARY,7
2016,1801005,25-44,BURGLARY,5
2015,1801005,25-44,CRIMINAL DAMAGE,16
2016,1801005,25-44,CRIMINAL DAMAGE,11
2015,1801005,25-44,CRIMINAL TRESPASS,2
2016,1801005,25-44,CRIMINAL TRESPASS,2
2015,1801005,25-44,DECEPTIVE PRACTICE,5
2016,1801005,25-44,DECEPTIVE PRACTICE,3
2016,1801005,25-44,INTERFERENCE WITH PUBLIC OFFICER,1
2015,1801005,25-44,MOTOR VEHICLE THEFT,10
2016,1801005,25-44,MOTOR VEHICLE THEFT,2
2015,1801005,25-44,NARCOTICS,3
2015,1801005,25-44,OFFENSE INVOLVING CHILDREN,2
2015,1801005,25-44,OTHER OFFENSE,6
2016,1801005,25-44,OTHER OFFENSE,5
2015,1801005,25-44,PUBLIC PEACE VIOLATION,2
2015,1801005,25-44,ROBBERY,3
2016,1801005,25-44,ROBBERY,1
2015,1801005,25-44,SEX OFFENSE,1
2015,1801005,25-44,THEFT,6
2016,1801005,25-44,THEFT,5
2015,1801005,25-44,WEAPONS VIOLATION,1
2015,1903004,45-64,ASSAULT,8
2016,1903004,45-64,ASSAULT,1
2018,1903004,45-64,ASSAULT,1
2015,1903004,45-64,BATTERY,12
2016,1903004,45-64,BATTERY,4
2015,1903004,45-64,BURGLARY,3
2016,1903004,45-64,BURGLARY,1
2016,1903004,45-64,CRIM SEXUAL ASSAULT,1
2015,1903004,45-64,CRIMINAL DAMAGE,7
2016,1903004,45-64,CRIMINAL DAMAGE,3
2016,1903004,45-64,CRIMINAL TRESPASS,2
2015,1903004,45-64,DECEPTIVE PRACTICE,1
2016,1903004,45-64,DECEPTIVE PRACTICE,2
2008,1903004,45-64,HOMICIDE,1
2015,1903004,45-64,MOTOR VEHICLE THEFT,5
2015,1903004,45-64,NARCOTICS,1
2016,1903004,45-64,NARCOTICS,2
2015,1903004,45-64,OFFENSE INVOLVING CHILDREN,1
2016,1903004,45-64,OFFENSE INVOLVING CHILDREN,1
2015,1903004,45-64,OTHER OFFENSE,5
2016,1903004,45-64,OTHER OFFENSE,1
2016,1903004,45-64,ROBBERY,2
2015,1903004,45-64,THEFT,9
2016,1903004,45-64,THEFT,1
2015,1904011,45-64,BATTERY,2
2015,1904011,45-64,CRIMINAL DAMAGE,2
2016,1904011,45-64,THEFT,1
2015,1904012,25-44,ARSON,1
2015,1904012,25-44,ASSAULT,26
2016,1904012,25-44,ASSAULT,14
2015,1904012,25-44,BATTERY,41
2016,1904012,25-44,BATTERY,27
2018,1904012,25-44,BATTERY,2
2015,1904012,25-44,BURGLARY,11
2016,1904012,25-44,BURGLARY,8
2018,1904012,25-44,BURGLARY,1
2015,1904012,25-44,CRIM SEXUAL ASSAULT,3
2015,1904012,25-44,CRIMINAL DAMAGE,49
2016,1904012,25-44,CRIMINAL DAMAGE,27
2015,1904012,25-44,CRIMINAL TRESPASS,12
2016,1904012,25-44,CRIMINAL TRESPASS,1
2015,1904012,25-44,DECEPTIVE PRACTICE,16
2016,1904012,25-44,DECEPTIVE PRACTICE,7
2018,1904012,25-44,DECEPTIVE PRACTICE,1
2015,1904012,25-44,INTERFERENCE WITH PUBLIC OFFICER,2
2016,1904012,25-44,INTERFERENCE WITH PUBLIC OFFICER,1
2015,1904012,25-44,MOTOR VEHICLE THEFT,13
2016,1904012,25-44,MOTOR VEHICLE THEFT,3
2015,1904012,25-44,NARCOTICS,10
2016,1904012,25-44,NARCOTICS,4
2018,1904012,25-44,NARCOTICS,1
2015,1904012,25-44,OFFENSE INVOLVING CHILDREN,6
2016,1904012,25-44,OFFENSE INVOLVING CHILDREN,1
2015,1904012,25-44,OTHER OFFENSE,29
2016,1904012,25-44,OTHER OFFENSE,10
2018,1904012,25-44,OTHER OFFENSE,1
2015,1904012,25-44,PUBLIC PEACE VIOLATION,2
2015,1904012,25-44,ROBBERY,10
2016,1904012,25-44,ROBBERY,5
2018,1904012,25-44,ROBBERY,1
2015,1904012,25-44,SEX OFFENSE,3
2016,1904012,25-44,SEX OFFENSE,1
2015,1904012,25-44,STALKING,1
2016,1904012,25-44,STALKING,1
2015,1904012,25-44,THEFT,74
2016,1904012,25-44,THEFT,41
2018,1904012,25-44,THEFT,1
2015,1904012,25-44,WEAPONS VIOLATION,1
2016,1904012,25-44,WEAPONS VIOLATION,2
2015,1904021,45-64,ARSON,5
2016,1904021,45-64,ARSON,1
2015,1904021,45-64,ASSAULT,55
2016,1904021,45-64,ASSAULT,19
2015,1904021,45-64,BATTERY,134
2016,1904021,45-64,BATTERY,66
2018,1904021,45-64,BATTERY,1
2015,1904021,45-64,BURGLARY,57
2016,1904021,45-64,BURGLARY,41
2014,1904021,45-64,CRIM SEXUAL ASSAULT,1
2015,1904021,45-64,CRIM SEXUAL ASSAULT,7
2016,1904021,45-64,CRIM SEXUAL ASSAULT,4
2015,1904021,45-64,CRIMINAL DAMAGE,110
2016,1904021,45-64,CRIMINAL DAMAGE,64
2018,1904021,45-64,CRIMINAL DAMAGE,1
2015,1904021,45-64,CRIMINAL TRESPASS,13
2016,1904021,45-64,CRIMINAL TRESPASS,11
2014,1904021,45-64,DECEPTIVE PRACTICE,4
2015,1904021,45-64,DECEPTIVE PRACTICE,72
2016,1904021,45-64,DECEPTIVE PRACTICE,34
2018,1904021,45-64,DECEPTIVE PRACTICE,2
2008,1904021,45-64,HOMICIDE,1
2015,1904021,45-64,INTERFERENCE WITH PUBLIC OFFICER,2
2016,1904021,45-64,INTERFERENCE WITH PUBLIC OFFICER,3
2015,1904021,45-64,INTIMIDATION,2
2015,1904021,45-64,KIDNAPPING,2
2016,1904021,45-64,LIQUOR LAW VIOLATION,1
2015,1904021,45-64,MOTOR VEHICLE THEFT,60
2016,1904021,45-64,MOTOR VEHICLE THEFT,31
2015,1904021,45-64,NARCOTICS,17
2016,1904021,45-64,NARCOTICS,9
2016,1904021,45-64,OBSCENITY,1
2001,1904021,45-64,OFFENSE INVOLVING CHILDREN,1
2015,1904021,45-64,OFFENSE INVOLVING CHILDREN,2
2016,1904021,45-64,OFFENSE INVOLVING CHILDREN,2
2014,1904021,45-64,OTHER OFFENSE,1
2015,1904021,45-64,OTHER OFFENSE,44
2016,1904021,45-64,OTHER OFFENSE,22
2015,1904021,45-64,PROSTITUTION,2
2015,1904021,45-64,PUBLIC PEACE VIOLATION,6
2016,1904021,45-64,PUBLIC PEACE VIOLATION,2
2015,1904021,45-64,ROBBERY,27
2016,1904021,45-64,ROBBERY,11
2015,1904021,45-64,SEX OFFENSE,4
2015,1904021,45-64,STALKING,1
2014,1904021,45-64,THEFT,2
2015,1904021,45-64,THEFT,225
2016,1904021,45-64,THEFT,87
2015,1904021,45-64,WEAPONS VIOLATION,2
2015,1904022,25-44,ASSAULT,1
2016,1904022,25-44,ASSAULT,3
2015,1904022,25-44,BATTERY,15
2016,1904022,25-44,BATTERY,5
2015,1904022,25-44,BURGLARY,3
2016,1904022,25-44,BURGLARY,1
2015,1904022,25-44,CRIM SEXUAL ASSAULT,1
2015,1904022,25-44,CRIMINAL DAMAGE,10
2016,1904022,25-44,CRIMINAL DAMAGE,4
2015,1904022,25-44,CRIMINAL TRESPASS,3
2016,1904022,25-44,CRIMINAL TRESPASS,1
2015,1904022,25-44,DECEPTIVE PRACTICE,7
2016,1904022,25-44,DECEPTIVE PRACTICE,2
2015,1904022,25-44,INTERFERENCE WITH PUBLIC OFFICER,1
2015,1904022,25-44,MOTOR VEHICLE THEFT,1
2016,1904022,25-44,MOTOR VEHICLE THEFT,2
2015,1904022,25-44,NARCOTICS,1
2016,1904022,25-44,NARCOTICS,1
2015,1904022,25-44,OTHER OFFENSE,5
2016,1904022,25-44,OTHER OFFENSE,1
2016,1904022,25-44,ROBBERY,2
2015,1904022,25-44,SEX OFFENSE,1
2015,1904022,25-44,THEFT,15
2016,1904022,25-44,THEFT,7
2016,1906011,25-44,ARSON,3
2015,1906011,25-44,ASSAULT,61
2016,1906011,25-44,ASSAULT,24
2018,1906011,25-44,ASSAULT,2
2015,1906011,25-44,BATTERY,153
2016,1906011,25-44,BATTERY,72
2017,1906011,25-44,BATTERY,1
2018,1906011,25-44,BATTERY,1
2015,1906011,25-44,BURGLARY,56
2016,1906011,25-44,BURGLARY,25
2018,1906011,25-44,BURGLARY,2
2015,1906011,25-44,CRIM SEXUAL ASSAULT,4
2016,1906011,25-44,CRIM SEXUAL ASSAULT,4
2015,1906011,25-44,CRIMINAL DAMAGE,121
2016,1906011,25-44,CRIMINAL DAMAGE,59
2015,1906011,25-44,CRIMINAL TRESPASS,19
2016,1906011,25-44,CRIMINAL TRESPASS,15
2015,1906011,25-44,DECEPTIVE PRACTICE,67
2016,1906011,25-44,DECEPTIVE PRACTICE,48
2018,1906011,25-44,DECEPTIVE PRACTICE,1
2009,1906011,25-44,HOMICIDE,1
2015,1906011,25-44,INTERFERENCE WITH PUBLIC OFFICER,1
2016,1906011,25-44,INTERFERENCE WITH PUBLIC OFFICER,1
2015,1906011,25-44,LIQUOR LAW VIOLATION,1
2016,1906011,25-44,LIQUOR LAW VIOLATION,1
2015,1906011,25-44,MOTOR VEHICLE THEFT,57
2016,1906011,25-44,MOTOR VEHICLE THEFT,32
2018,1906011,25-44,MOTOR VEHICLE THEFT,2
2015,1906011,25-44,NARCOTICS,31
2016,1906011,25-44,NARCOTICS,15
2015,1906011,25-44,OFFENSE INVOLVING CHILDREN,9
2016,1906011,25-44,OFFENSE INVOLVING CHILDREN,7
2015,1906011,25-44,OTHER OFFENSE,71
2016,1906011,25-44,OTHER OFFENSE,39
2018,1906011,25-44,OTHER OFFENSE,1
2015,1906011,25-44,PROSTITUTION,5
2015,1906011,25-44,PUBLIC INDECENCY,1
2015,1906011,25-44,PUBLIC PEACE VIOLATION,5
2016,1906011,25-44,PUBLIC PEACE VIOLATION,3
2015,1906011,25-44,ROBBERY,32
2016,1906011,25-44,ROBBERY,15
2018,1906011,25-44,ROBBERY,2
2015,1906011,25-44,SEX OFFENSE,7
2016,1906011,25-44,SEX OFFENSE,2
2014,1906011,25-44,THEFT,1
2015,1906011,25-44,THEFT,360
2016,1906011,25-44,THEFT,190
2018,1906011,25-44,THEFT,4
2015,1906011,25-44,WEAPONS VIOLATION,8
2016,1906011,25-44,WEAPONS VIOLATION,3
2018,1906011,25-44,WEAPONS VIOLATION,1
2015,1906013,45-64,ARSON,2
2015,1906013,45-64,ASSAULT,16
2016,1906013,45-64,ASSAULT,14
2015,1906013,45-64,BATTERY,45
2016,1906013,45-64,BATTERY,26
2015,1906013,45-64,BURGLARY,28
2016,1906013,45-64,BURGLARY,15
2015,1906013,45-64,CRIM SEXUAL ASSAULT,5
2016,1906013,45-64,CRIM SEXUAL ASSAULT,2
2015,1906013,45-64,CRIMINAL DAMAGE,60
2016,1906013,45-64,CRIMINAL DAMAGE,33
2018,1906013,45-64,CRIMINAL DAMAGE,1
2015,1906013,45-64,CRIMINAL TRESPASS,9
2016,1906013,45-64,CRIMINAL TRESPASS,5
2014,1906013,45-64,DECEPTIVE PRACTICE,2
2015,1906013,45-64,DECEPTIVE PRACTICE,45
2016,1906013,45-64,DECEPTIVE PRACTICE,26
2015,1906013,45-64,INTERFERENCE WITH PUBLIC OFFICER,2
2016,1906013,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
